統計年,區域別,村里名稱,共同生活戶_戶數,共同事業戶_戶數,單獨生活戶_戶數,共同生活戶_男,共同事業戶_男,單獨生活戶_男,共同生活戶_女,共同事業戶_女,單獨生活戶_女
104,屏東縣麟洛鄉,田中村,331,0,95,667,0,60,617,0,35
104,屏東縣麟洛鄉,田心村,236,0,74,462,0,42,433,0,32
104,屏東縣麟洛鄉,田道村,181,0,80,368,0,42,311,0,38
104,屏東縣九如鄉,九清村,385,0,154,799,0,83,824,0,71
104,屏東縣九如鄉,九塊村,360,0,122,734,0,69,735,0,53
104,屏東縣九如鄉,九明村,437,0,170,917,0,96,798,0,74
104,屏東縣九如鄉,玉水村,358,0,117,721,0,72,687,0,45
104,屏東縣九如鄉,大坵村,316,0,100,625,0,61,601,0,39
104,屏東縣九如鄉,三塊村,430,0,105,899,0,64,816,0,41
104,屏東縣九如鄉,後庄村,458,0,166,1007,0,91,923,0,75
104,屏東縣九如鄉,耆老村,338,0,113,707,0,65,612,0,48
104,屏東縣九如鄉,洽興村,376,0,103,826,0,66,758,0,37
104,屏東縣九如鄉,東寧村,1224,0,427,2334,0,250,2365,0,177
104,屏東縣九如鄉,玉泉村,429,0,150,870,0,88,805,0,62
104,屏東縣里港鄉,玉田村,881,0,246,1739,0,114,1750,0,132
104,屏東縣里港鄉,大平村,316,0,148,598,0,79,630,0,69
104,屏東縣里港鄉,永春村,238,0,98,496,0,57,463,0,41
104,屏東縣里港鄉,春林村,351,0,158,704,0,92,729,0,66
104,屏東縣里港鄉,過江村,585,0,210,1147,0,108,1159,0,102
104,屏東縣里港鄉,鐵店村,387,0,124,798,0,68,807,0,56
104,屏東縣里港鄉,塔樓村,414,0,117,896,0,69,831,0,48
104,屏東縣里港鄉,潮厝村,409,0,113,943,0,58,882,0,55
104,屏東縣里港鄉,茄苳村,436,0,200,883,0,118,868,0,82
104,屏東縣里港鄉,載興村,634,0,187,1365,0,101,1376,0,86
104,屏東縣里港鄉,土庫村,542,0,209,1129,0,114,1062,0,95
104,屏東縣里港鄉,三廍村,482,0,148,1068,0,75,1021,0,73
104,屏東縣里港鄉,中和村,247,0,89,551,0,52,508,0,37
104,屏東縣里港鄉,瀰力村,121,0,61,294,0,39,235,0,22
104,屏東縣鹽埔鄉,新圍村,817,0,224,1773,0,133,1742,0,91
104,屏東縣鹽埔鄉,高朗村,722,0,182,1634,0,110,1540,0,72
104,屏東縣鹽埔鄉,鹽北村,519,0,132,1073,0,76,1011,0,56
104,屏東縣鹽埔鄉,鹽中村,657,0,226,1339,0,133,1288,0,93
104,屏東縣鹽埔鄉,鹽南村,471,0,127,970,0,78,918,0,49
104,屏東縣鹽埔鄉,仕絨村,263,0,80,591,0,47,554,0,33
104,屏東縣鹽埔鄉,振興村,498,0,180,1044,0,111,917,0,69
104,屏東縣鹽埔鄉,永隆村,161,0,72,302,0,45,278,0,27
104,屏東縣鹽埔鄉,久愛村,223,0,90,519,0,58,468,0,32
104,屏東縣鹽埔鄉,洛陽村,450,0,163,884,0,95,829,0,68
104,屏東縣鹽埔鄉,新二村,949,0,287,1926,0,162,1877,0,125
104,屏東縣鹽埔鄉,彭厝村,254,0,81,550,0,52,490,0,29
104,屏東縣高樹鄉,高樹村,611,0,395,1097,0,232,1020,0,163
104,屏東縣高樹鄉,長榮村,377,0,202,657,0,115,625,0,87
104,屏東縣高樹鄉,東興村,219,1,141,374,0,74,358,4,67
104,屏東縣高樹鄉,東振村,176,0,129,292,0,77,278,0,52
104,屏東縣高樹鄉,源泉村,275,0,123,541,0,78,527,0,45
104,屏東縣高樹鄉,建興村,336,0,157,671,0,101,571,0,56
104,屏東縣高樹鄉,大埔村,157,0,108,305,0,69,240,0,39
104,屏東縣高樹鄉,菜寮村,225,0,79,450,0,52,378,0,27
104,屏東縣高樹鄉,司馬村,177,0,103,345,0,73,302,0,30
104,屏東縣高樹鄉,舊寮村,351,0,190,623,0,123,601,0,67
104,屏東縣高樹鄉,新豐村,377,2,241,727,1,141,708,8,100
104,屏東縣高樹鄉,泰山村,533,0,362,950,0,215,852,0,147
104,屏東縣高樹鄉,南華村,342,0,170,658,0,109,611,0,61
104,屏東縣高樹鄉,廣福村,277,0,169,507,0,103,465,0,66
104,屏東縣高樹鄉,廣興村,306,0,119,624,0,71,563,0,48
104,屏東縣高樹鄉,舊庄村,274,0,121,560,0,71,497,0,50
104,屏東縣高樹鄉,田子村,305,0,122,583,0,73,539,0,49
104,屏東縣高樹鄉,鹽樹村,334,0,216,630,0,131,569,0,85
104,屏東縣高樹鄉,新南村,416,0,149,799,0,82,757,0,67
104,屏東縣萬巒鄉,萬巒村,336,0,127,661,0,75,656,0,52
104,屏東縣萬巒鄉,萬全村,201,0,83,399,0,53,378,0,30
104,屏東縣萬巒鄉,萬和村,470,0,144,881,0,85,878,0,59
104,屏東縣萬巒鄉,鹿寮村,242,1,84,483,0,54,453,10,30
104,屏東縣萬巒鄉,硫黃村,143,0,50,310,0,26,265,0,24
104,屏東縣萬巒鄉,泗溝村,287,0,139,572,0,84,528,0,55
104,屏東縣萬巒鄉,五溝村,291,1,119,579,0,75,502,2,44
104,屏東縣萬巒鄉,成德村,376,0,153,816,0,88,679,0,65
104,屏東縣萬巒鄉,萬金村,533,1,172,1183,0,103,1034,17,69
104,屏東縣萬巒鄉,赤山村,455,0,181,919,0,115,857,0,66
104,屏東縣萬巒鄉,佳佐村,422,0,114,906,0,57,892,0,57
104,屏東縣萬巒鄉,佳和村,381,0,93,834,0,52,786,0,41
104,屏東縣萬巒鄉,新厝村,316,0,92,703,0,47,664,0,45
104,屏東縣萬巒鄉,新置村,329,0,143,635,0,89,589,0,54
104,屏東縣內埔鄉,內埔村,1157,1,584,2010,1,310,2034,0,274
104,屏東縣內埔鄉,內田村,902,0,420,1587,0,226,1580,0,194
104,屏東縣內埔鄉,興南村,355,0,140,728,0,82,657,0,58
104,屏東縣內埔鄉,義亭村,159,0,79,299,0,48,284,0,31
104,屏東縣內埔鄉,美和村,643,0,250,1204,0,143,1113,0,107
104,屏東縣內埔鄉,和興村,789,0,285,1473,0,129,1461,0,156
104,屏東縣內埔鄉,東寧村,1306,0,462,2357,0,247,2412,0,215
104,屏東縣內埔鄉,豐田村,780,0,273,1507,0,151,1428,0,122
104,屏東縣內埔鄉,振豐村,462,0,136,970,0,84,848,0,52
104,屏東縣內埔鄉,富田村,494,0,224,1060,0,140,908,0,84
104,屏東縣內埔鄉,竹圍村,493,0,164,1014,0,101,906,0,63
104,屏東縣內埔鄉,東勢村,810,0,295,1616,0,167,1509,0,128
104,屏東縣內埔鄉,東片村,244,0,111,487,0,66,486,0,45
104,屏東縣內埔鄉,上樹村,298,0,97,617,0,59,543,0,38
104,屏東縣內埔鄉,老埤村,664,0,258,1330,0,152,1221,0,106
104,屏東縣內埔鄉,中林村,444,0,160,876,0,102,822,0,58
104,屏東縣內埔鄉,龍泉村,670,0,254,1347,0,153,1269,0,101
104,屏東縣內埔鄉,龍潭村,734,1,277,1329,7,140,1321,0,137
104,屏東縣內埔鄉,建興村,189,2,75,398,192,53,354,3,22
104,屏東縣內埔鄉,大新村,518,0,183,978,0,96,886,0,87
104,屏東縣內埔鄉,黎明村,651,0,146,1430,0,88,1392,0,58
104,屏東縣內埔鄉,隘寮村,343,0,143,726,0,80,680,0,63
104,屏東縣內埔鄉,水門村,223,0,161,391,0,84,416,0,77
104,屏東縣竹田鄉,竹田村,406,0,220,791,0,135,717,0,85
104,屏東縣竹田鄉,竹南村,236,0,76,459,0,52,458,0,24
104,屏東縣竹田鄉,糶糴村,179,0,66,384,0,46,356,0,20
104,屏東縣竹田鄉,履豐村,164,0,59,343,0,40,292,0,19
104,屏東縣竹田鄉,頭崙村,360,0,115,757,0,69,621,0,46
104,屏東縣竹田鄉,二崙村,264,0,93,538,0,60,513,0,33
104,屏東縣竹田鄉,美崙村,170,0,54,362,0,25,315,0,29
104,屏東縣竹田鄉,南勢村,132,0,50,248,0,28,253,0,22
104,屏東縣竹田鄉,西勢村,690,0,233,1379,0,138,1268,0,95
104,屏東縣竹田鄉,福田村,123,0,45,261,0,29,242,0,16
104,屏東縣竹田鄉,永豐村,193,0,205,399,0,182,383,0,23
104,屏東縣竹田鄉,六巷村,198,0,64,423,0,38,401,0,26
104,屏東縣竹田鄉,泗洲村,314,0,117,614,0,65,575,0,52
104,屏東縣竹田鄉,大湖村,316,0,108,653,0,67,626,0,41
104,屏東縣竹田鄉,鳳明村,315,0,85,669,0,45,654,0,40
104,屏東縣新埤鄉,新埤村,567,0,310,970,0,184,959,0,126
104,屏東縣新埤鄉,建功村,298,0,99,581,0,66,526,0,33
104,屏東縣新埤鄉,打鐵村,261,0,108,494,0,65,463,0,43
104,屏東縣新埤鄉,南豐村,204,0,74,424,0,47,344,0,27
104,屏東縣新埤鄉,萬隆村,437,0,199,895,0,134,826,0,65
104,屏東縣新埤鄉,箕湖村,283,0,92,628,0,62,558,0,30
104,屏東縣新埤鄉,餉潭村,362,0,129,728,0,89,651,0,40
104,屏東縣枋寮鄉,枋寮村,350,0,196,616,0,121,590,0,75
104,屏東縣枋寮鄉,新龍村,253,0,139,449,0,68,445,0,71
104,屏東縣枋寮鄉,保生村,279,0,103,551,0,56,488,0,47
104,屏東縣枋寮鄉,中寮村,172,0,84,331,0,54,292,0,30
104,屏東縣枋寮鄉,安樂村,449,0,165,946,0,97,795,0,68
104,屏東縣枋寮鄉,隆山村,1208,0,397,2385,0,205,2243,0,192
104,屏東縣枋寮鄉,天時村,564,0,187,1082,0,116,1046,0,71
104,屏東縣枋寮鄉,地利村,409,0,188,769,0,98,768,0,90
104,屏東縣枋寮鄉,人和村,622,0,252,1171,0,135,1077,0,117
104,屏東縣枋寮鄉,內寮村,200,0,82,414,0,63,337,0,19
104,屏東縣枋寮鄉,新開村,236,0,112,462,0,80,437,0,32
104,屏東縣枋寮鄉,太源村,270,0,139,518,0,83,431,0,56
104,屏東縣枋寮鄉,玉泉村,119,0,52,242,0,33,241,0,19
104,屏東縣枋寮鄉,東海村,778,0,297,1499,0,166,1388,0,131
104,屏東縣枋寮鄉,大庄村,170,0,58,328,0,36,328,0,22
104,屏東縣新園鄉,瓦󿾨村,435,0,154,957,0,89,902,0,65
104,屏東縣新園鄉,仙吉村,733,0,208,1436,0,126,1344,0,82
104,屏東縣新園鄉,田洋村,564,1,138,1243,2,85,1157,4,53
104,屏東縣新園鄉,港墘村,243,0,75,471,0,41,455,0,34
104,屏東縣新園鄉,內庄村,233,0,75,438,0,46,433,0,29
104,屏東縣新園鄉,新東村,650,0,186,1284,0,105,1226,0,81
104,屏東縣新園鄉,新園村,662,0,199,1310,0,111,1264,0,88
104,屏東縣新園鄉,烏龍村,345,0,107,687,0,54,669,0,53
104,屏東縣新園鄉,興龍村,596,1,197,1197,0,115,1136,3,82
104,屏東縣新園鄉,中洲村,471,0,188,847,0,106,852,0,82
104,屏東縣新園鄉,南龍村,407,0,148,793,0,83,745,0,65
104,屏東縣新園鄉,港西村,623,0,206,1217,0,132,1102,0,74
104,屏東縣新園鄉,五房村,812,0,363,1512,0,211,1418,0,152
104,屏東縣新園鄉,鹽埔村,1263,0,514,2350,0,302,2299,0,212
104,屏東縣新園鄉,共和村,669,0,303,1219,0,167,1184,0,136
104,屏東縣崁頂鄉,崁頂村,660,0,194,1468,0,116,1483,0,78
104,屏東縣崁頂鄉,園寮村,564,0,197,1202,0,106,1238,0,91
104,屏東縣崁頂鄉,圍內村,355,0,85,806,0,46,781,0,39
104,屏東縣崁頂鄉,力社村,363,0,86,819,0,53,814,0,33
104,屏東縣崁頂鄉,洲子村,296,0,79,630,0,43,617,0,36
104,屏東縣崁頂鄉,北勢村,437,0,123,938,0,69,920,0,54
104,屏東縣崁頂鄉,越溪村,271,0,76,591,0,40,563,0,36
104,屏東縣崁頂鄉,港東村,539,0,132,1191,0,88,1122,0,44
104,屏東縣林邊鄉,林邊村,426,0,200,769,0,98,725,0,102
104,屏東縣林邊鄉,光林村,474,0,286,813,0,155,802,0,131
104,屏東縣林邊鄉,仁和村,479,0,277,835,0,136,806,0,141
104,屏東縣林邊鄉,中林村,216,0,119,373,0,56,352,0,63
104,屏東縣林邊鄉,永樂村,960,0,403,1714,0,202,1688,0,201
104,屏東縣林邊鄉,水利村,545,0,231,1026,0,133,970,0,98
104,屏東縣林邊鄉,崎峯村,370,0,178,673,0,111,634,0,67
104,屏東縣林邊鄉,田厝村,277,0,107,484,0,64,528,0,43
104,屏東縣林邊鄉,竹林村,636,0,321,1169,0,185,1097,0,136
104,屏東縣林邊鄉,鎮安村,302,0,120,636,0,67,560,0,53
104,屏東縣南州鄉,溪洲村,477,0,186,877,0,107,874,0,79
104,屏東縣南州鄉,溪南村,266,0,122,487,0,66,470,0,56
104,屏東縣南州鄉,仁里村,125,0,82,225,0,36,214,0,46
104,屏東縣南州鄉,溪北村,206,0,78,356,0,41,367,0,37
104,屏東縣南州鄉,七塊村,283,0,100,572,0,52,546,0,48
104,屏東縣南州鄉,萬華村,269,0,85,534,0,56,520,0,29
104,屏東縣南州鄉,米崙村,274,1,120,561,6,66,498,2,54
104,屏東縣南州鄉,壽元村,291,0,106,569,0,64,581,0,42
104,屏東縣南州鄉,同安村,269,0,119,516,0,67,485,0,52
104,屏東縣南州鄉,南安村,159,0,63,272,0,38,264,0,25
104,屏東縣佳冬鄉,佳冬村,416,1,202,741,0,114,713,3,88
104,屏東縣佳冬鄉,六根村,386,0,200,726,0,130,674,0,70
104,屏東縣佳冬鄉,賴家村,232,0,117,415,0,69,420,0,48
104,屏東縣佳冬鄉,萬建村,504,1,208,940,0,120,915,2,88
104,屏東縣佳冬鄉,石光村,552,0,215,1081,0,132,985,0,83
104,屏東縣佳冬鄉,玉光村,593,0,239,1100,0,137,1069,0,102
104,屏東縣佳冬鄉,昌隆村,280,0,116,534,0,69,499,0,47
104,屏東縣佳冬鄉,豐隆村,211,0,97,370,0,64,375,0,33
104,屏東縣佳冬鄉,大同村,341,0,122,656,0,83,595,0,39
104,屏東縣佳冬鄉,羌園村,320,0,120,595,0,62,572,0,58
104,屏東縣佳冬鄉,燄溫村,347,0,139,592,0,99,611,0,40
104,屏東縣佳冬鄉,塭豐村,733,0,288,1364,0,158,1295,0,130
104,屏東縣琉球鄉,本福村,601,0,252,1152,0,179,1076,0,73
104,屏東縣琉球鄉,中福村,350,0,184,658,0,115,583,0,69
104,屏東縣琉球鄉,漁福村,277,0,114,565,0,83,470,0,31
104,屏東縣琉球鄉,大福村,459,0,178,948,0,123,823,0,55
104,屏東縣琉球鄉,南福村,337,0,151,634,0,108,570,0,43
104,屏東縣琉球鄉,天福村,320,0,139,606,0,96,536,0,43
104,屏東縣琉球鄉,上福村,473,0,175,954,0,116,791,0,59
104,屏東縣琉球鄉,杉福村,237,0,99,478,0,61,381,0,38
104,屏東縣車城鄉,福興村,404,0,236,737,0,132,696,0,104
104,屏東縣車城鄉,福安村,158,0,116,275,0,76,269,0,40
104,屏東縣車城鄉,田中村,189,0,95,354,0,52,291,0,43
104,屏東縣車城鄉,海口村,211,0,129,382,0,82,351,0,47
104,屏東縣車城鄉,統埔村,117,0,54,212,0,31,189,0,23
104,屏東縣車城鄉,溫泉村,250,0,171,464,0,103,423,0,68
104,屏東縣車城鄉,保力村,346,0,235,615,0,150,551,0,85
104,屏東縣車城鄉,新街村,124,0,49,220,0,30,212,0,19
104,屏東縣車城鄉,埔墘村,121,0,53,248,0,37,199,0,16
104,屏東縣車城鄉,射寮村,145,0,68,314,0,40,236,0,28
104,屏東縣車城鄉,後灣村,124,0,88,196,0,60,189,0,28
104,屏東縣滿州鄉,滿州村,410,1,225,802,6,141,697,1,84
104,屏東縣滿州鄉,里德村,110,0,66,195,0,35,177,0,31
104,屏東縣滿州鄉,永靖村,354,0,219,721,0,129,542,0,90
104,屏東縣滿州鄉,港口村,352,0,175,684,0,115,611,0,60
104,屏東縣滿州鄉,响林村,150,0,71,309,0,40,282,0,31
104,屏東縣滿州鄉,長樂村,349,0,216,687,0,126,594,0,90
104,屏東縣滿州鄉,九棚村,104,0,55,172,0,42,153,0,13
104,屏東縣滿州鄉,港仔村,83,0,66,140,0,38,133,0,28
104,屏東縣枋山鄉,枋山村,268,0,196,540,0,114,461,0,82
104,屏東縣枋山鄉,加祿村,519,0,251,1009,0,140,1008,0,111
104,屏東縣枋山鄉,楓港村,285,0,174,535,0,98,446,0,76
104,屏東縣枋山鄉,善餘村,244,0,202,443,0,128,379,0,74
104,屏東縣三地門鄉,三地村,393,1,105,801,0,57,826,1,48
104,屏東縣三地門鄉,達來村,98,0,34,199,0,15,170,0,19
104,屏東縣三地門鄉,德文村,162,0,43,328,0,20,316,0,23
104,屏東縣三地門鄉,大社村,170,0,58,353,0,38,316,0,20
104,屏東縣三地門鄉,賽嘉村,197,0,41,403,0,30,433,0,11
104,屏東縣三地門鄉,口社村,159,0,36,317,0,16,342,0,20
104,屏東縣三地門鄉,馬兒村,89,0,37,185,0,15,177,0,22
104,屏東縣三地門鄉,安坡村,123,0,43,255,0,25,261,0,18
104,屏東縣三地門鄉,青山村,204,0,68,409,0,36,392,0,32
104,屏東縣三地門鄉,青葉村,175,0,56,346,0,35,350,0,21
104,屏東縣霧臺鄉,霧台村,330,0,92,637,0,57,634,0,35
104,屏東縣霧臺鄉,阿禮村,86,0,30,164,0,16,151,0,14
104,屏東縣霧臺鄉,吉露村,46,0,7,106,0,6,98,0,1
104,屏東縣霧臺鄉,大武村,125,0,35,236,0,22,222,0,13
104,屏東縣霧臺鄉,佳暮村,102,0,23,200,0,15,202,0,8
104,屏東縣霧臺鄉,好茶村,135,0,45,218,0,29,229,0,16
104,屏東縣瑪家鄉,瑪家村,139,0,39,244,0,23,240,0,16
104,屏東縣瑪家鄉,北葉村,243,0,91,467,0,49,441,0,42
104,屏東縣瑪家鄉,凉山村,276,0,53,629,0,36,600,0,17
104,屏東縣瑪家鄉,佳義村,232,0,61,500,0,30,486,0,31
104,屏東縣瑪家鄉,排灣村,127,0,29,270,0,19,238,0,10
104,屏東縣瑪家鄉,三和村,569,0,158,1116,0,75,1107,0,83
104,屏東縣泰武鄉,佳平村,206,0,49,480,0,35,475,0,14
104,屏東縣泰武鄉,武潭村,230,0,74,552,0,45,526,0,29
104,屏東縣泰武鄉,平和村,147,0,20,356,0,11,337,0,9
104,屏東縣泰武鄉,佳興村,102,0,35,232,0,18,190,0,17
104,屏東縣泰武鄉,泰武村,195,0,29,478,0,20,404,0,9
104,屏東縣泰武鄉,萬安村,189,0,38,498,0,24,444,0,14
104,屏東縣來義鄉,來義村,273,0,70,522,0,47,535,0,23
104,屏東縣來義鄉,義林村,161,0,37,342,0,21,317,0,16
104,屏東縣來義鄉,丹林村,200,0,56,409,0,30,410,0,26
104,屏東縣來義鄉,古樓村,295,0,94,621,0,46,605,0,48
104,屏東縣來義鄉,文樂村,236,0,56,476,0,30,501,0,26
104,屏東縣來義鄉,望嘉村,248,0,56,498,0,39,518,0,17
104,屏東縣來義鄉,南和村,335,0,118,697,0,76,632,0,42
104,屏東縣春日鄉,春日村,262,0,82,554,0,43,494,0,39
104,屏東縣春日鄉,古華村,169,0,52,391,0,34,372,0,18
104,屏東縣春日鄉,士文村,78,0,13,204,0,7,194,0,6
104,屏東縣春日鄉,七佳村,240,0,62,515,0,33,515,0,29
104,屏東縣春日鄉,歸崇村,184,0,58,361,0,28,364,0,30
104,屏東縣春日鄉,力里村,119,0,36,271,0,23,268,0,13
104,屏東縣獅子鄉,楓林村,205,0,71,412,0,36,364,0,35
104,屏東縣獅子鄉,丹路村,222,0,75,417,0,53,396,0,22
104,屏東縣獅子鄉,草埔村,185,0,61,348,0,28,363,0,33
104,屏東縣獅子鄉,內文村,55,0,33,93,0,20,115,0,13
104,屏東縣獅子鄉,竹坑村,78,0,25,153,0,17,148,0,8
104,屏東縣獅子鄉,獅子村,146,0,39,279,0,24,292,0,15
104,屏東縣獅子鄉,內獅村,154,0,54,360,0,31,315,0,23
104,屏東縣獅子鄉,南世村,91,0,33,187,0,27,173,0,6
104,屏東縣牡丹鄉,石門村,461,0,269,782,0,136,800,0,133
104,屏東縣牡丹鄉,牡丹村,185,0,110,328,0,67,335,0,43
104,屏東縣牡丹鄉,東源村,123,0,55,226,0,31,207,0,24
104,屏東縣牡丹鄉,旭海村,103,0,88,160,0,52,159,0,36
104,屏東縣牡丹鄉,高士村,146,0,78,273,0,45,282,0,33
104,屏東縣牡丹鄉,四林村,148,0,97,297,0,53,221,0,44
104,臺東縣臺東市,富岡里,411,0,256,763,0,147,675,0,109
104,臺東縣臺東市,富豐里,255,0,133,449,0,81,410,0,52
104,臺東縣臺東市,岩灣里,551,1,465,869,47,275,892,0,190
104,臺東縣臺東市,南王里,756,0,376,1383,0,188,1289,0,188
104,臺東縣臺東市,卑南里,794,0,402,1356,0,203,1337,0,199
104,臺東縣臺東市,南榮里,728,2,399,1345,122,199,1268,0,200
104,臺東縣臺東市,新生里,1970,0,1015,3264,0,498,3365,0,517
104,臺東縣臺東市,民生里,919,0,526,1506,0,245,1505,0,281
104,臺東縣臺東市,寶桑里,271,0,130,425,0,67,463,0,63
104,臺東縣臺東市,馬蘭里,972,0,273,1741,0,147,1971,0,126
104,臺東縣臺東市,中心里,1041,0,328,1908,0,145,1973,0,183
104,臺東縣臺東市,自強里,1367,1,444,2389,3,214,2544,0,230
104,臺東縣臺東市,民族里,567,0,147,1084,0,73,1180,0,74
104,臺東縣臺東市,四維里,175,0,108,322,0,59,271,0,49
104,臺東縣臺東市,中華里,495,0,238,854,0,128,847,0,110
104,臺東縣臺東市,強國里,176,0,101,327,0,59,300,0,42
104,臺東縣臺東市,建國里,388,0,225,665,0,126,605,0,99
104,臺東縣臺東市,民權里,267,0,132,446,0,69,409,0,63
104,臺東縣臺東市,仁愛里,203,0,126,339,0,77,338,0,49
104,臺東縣臺東市,中正里,234,0,150,385,0,71,385,0,79
104,臺東縣臺東市,大同里,226,0,148,372,0,82,416,0,66
104,臺東縣臺東市,成功里,226,0,186,378,0,92,392,0,94
104,臺東縣臺東市,文化里,283,0,177,536,0,119,602,0,58
104,臺東縣臺東市,中山里,280,0,120,495,0,54,486,0,66
104,臺東縣臺東市,復國里,177,0,128,307,0,73,299,0,55
104,臺東縣臺東市,興國里,260,0,123,485,0,59,524,0,64
104,臺東縣臺東市,復興里,123,1,88,207,1,44,214,1,44
104,臺東縣臺東市,鐵花里,120,0,75,191,0,34,193,0,41
104,臺東縣臺東市,新園里,427,0,308,815,0,166,737,0,142
104,臺東縣臺東市,豐田里,579,1,290,1060,2,159,1072,2,131
104,臺東縣臺東市,豐年里,811,1,435,1386,4,250,1357,2,185
104,臺東縣臺東市,光明里,919,0,424,1475,0,192,1651,0,232
104,臺東縣臺東市,豐樂里,438,0,136,844,0,81,867,0,55
104,臺東縣臺東市,永樂里,623,0,223,1179,0,128,1166,0,95
104,臺東縣臺東市,康樂里,396,0,192,732,0,122,675,0,70
104,臺東縣臺東市,東海里,982,0,406,1648,0,196,1739,0,210
104,臺東縣臺東市,新興里,307,0,193,492,0,102,517,0,91
104,臺東縣臺東市,豐榮里,2420,0,1126,4037,0,541,4219,0,585
104,臺東縣臺東市,豐谷里,1488,0,555,2698,0,295,2683,0,260
104,臺東縣臺東市,豐里里,668,0,261,1334,0,149,1207,0,112
104,臺東縣臺東市,豐原里,337,0,127,686,0,77,606,0,50
104,臺東縣臺東市,建和里,404,0,206,751,0,117,679,0,89
104,臺東縣臺東市,建興里,267,0,133,490,0,77,455,0,56
104,臺東縣臺東市,建業里,379,0,182,674,0,105,637,0,77
104,臺東縣臺東市,知本里,376,0,169,681,0,84,676,0,85
104,臺東縣臺東市,建農里,555,0,282,1059,0,161,980,0,121
104,臺東縣成功鎮,博愛里,183,0,140,320,0,79,253,0,61
104,臺東縣成功鎮,忠孝里,282,0,209,469,0,117,467,0,92
104,臺東縣成功鎮,三仙里,396,0,231,771,0,132,640,0,99
104,臺東縣成功鎮,三民里,760,0,368,1446,0,206,1364,0,162
104,臺東縣成功鎮,忠智里,543,0,236,1053,0,138,984,0,98
104,臺東縣成功鎮,忠仁里,649,0,298,1251,0,166,1178,0,132
104,臺東縣成功鎮,和平里,211,0,144,387,0,77,337,0,67
104,臺東縣成功鎮,信義里,493,0,293,970,0,163,843,0,130
104,臺東縣關山鎮,德高里,481,0,198,908,0,111,816,0,87
104,臺東縣關山鎮,豐泉里,325,0,151,632,0,87,616,0,64
104,臺東縣關山鎮,新福里,248,0,127,515,0,78,425,0,49
104,臺東縣關山鎮,中福里,234,0,117,446,0,65,423,0,52
104,臺東縣關山鎮,里壠里,496,0,251,883,0,124,921,0,127
104,臺東縣關山鎮,電光里,152,0,80,322,0,60,245,0,20
104,臺東縣關山鎮,月眉里,199,0,137,369,0,85,341,0,52
104,臺東縣卑南鄉,嘉豐村,142,0,70,280,0,39,228,0,31
104,臺東縣卑南鄉,利吉村,117,0,68,215,0,37,187,0,31
104,臺東縣卑南鄉,富山村,131,0,114,259,0,70,225,0,44
104,臺東縣卑南鄉,富源村,98,0,66,182,0,41,141,0,25
104,臺東縣卑南鄉,明峰村,329,0,188,630,0,119,535,0,69
104,臺東縣卑南鄉,初鹿村,370,0,178,719,0,100,650,0,78
104,臺東縣卑南鄉,美農村,276,0,207,496,0,153,482,0,54
104,臺東縣卑南鄉,賓朗村,631,1,324,1185,2,194,1104,1,130
104,臺東縣卑南鄉,泰安村,304,0,207,595,0,118,553,0,89
104,臺東縣卑南鄉,太平村,844,1,481,1465,7,272,1468,0,209
104,臺東縣卑南鄉,利嘉村,306,0,152,561,0,91,534,0,61
104,臺東縣卑南鄉,東興村,327,0,171,634,0,98,593,0,73
104,臺東縣卑南鄉,溫泉村,309,0,250,569,0,147,531,0,103
104,臺東縣大武鄉,大竹村,228,0,120,400,0,60,361,0,60
104,臺東縣大武鄉,大鳥村,332,0,200,618,0,125,546,0,75
104,臺東縣大武鄉,大武村,400,0,263,742,0,140,676,0,123
104,臺東縣大武鄉,尚武村,417,0,272,738,0,152,734,0,120
104,臺東縣大武鄉,南興村,154,0,128,262,0,67,264,0,61
104,臺東縣太麻里鄉,美和村,363,0,164,694,0,93,642,0,71
104,臺東縣太麻里鄉,三和村,168,0,107,312,0,67,307,0,40
104,臺東縣太麻里鄉,華源村,178,0,130,305,0,83,271,0,47
104,臺東縣太麻里鄉,北里村,151,0,146,276,0,93,231,0,53
104,臺東縣太麻里鄉,泰和村,423,0,269,702,0,168,733,0,101
104,臺東縣太麻里鄉,大王村,501,0,386,919,0,223,833,0,163
104,臺東縣太麻里鄉,香蘭村,209,0,153,401,0,96,337,0,57
104,臺東縣太麻里鄉,金崙村,485,0,329,865,0,198,806,0,131
104,臺東縣太麻里鄉,多良村,268,0,196,444,0,103,416,0,93
104,臺東縣東河鄉,北源村,377,0,484,721,0,390,599,0,94
104,臺東縣東河鄉,泰源村,335,0,186,671,0,100,579,0,86
104,臺東縣東河鄉,東河村,261,0,188,504,0,115,442,0,73
104,臺東縣東河鄉,尚德村,82,0,55,135,0,40,128,0,15
104,臺東縣東河鄉,隆昌村,154,0,114,245,0,64,226,0,50
104,臺東縣東河鄉,興昌村,257,0,250,411,0,141,406,0,109
104,臺東縣東河鄉,都蘭村,616,0,412,1089,0,241,1002,0,171
104,臺東縣長濱鄉,樟原村,183,0,117,342,0,72,278,0,45
104,臺東縣長濱鄉,三間村,338,0,213,694,0,130,518,0,83
104,臺東縣長濱鄉,忠勇村,161,0,78,338,0,56,248,0,22
104,臺東縣長濱鄉,長濱村,543,0,328,1078,0,190,891,0,138
104,臺東縣長濱鄉,竹湖村,255,0,133,493,0,70,401,0,63
104,臺東縣長濱鄉,寧埔村,345,0,232,691,0,144,506,0,88
